Date,Open,High,Low,Close,Volume,Dividends,Stock splits,Capital gains
2024-09-12 00:00:00-04:00,31.39822298183054,32.327806808098984,30.013734786646562,31.457557678222656,98895800,0.0,0.0,0.0
2024-09-13 00:00:00-04:00,32.15969106853663,33.34639627379219,32.001463959331346,33.059608459472656,78147300,0.0,0.0,0.0
2024-09-16 00:00:00-04:00,31.675119709592206,32.2783617667945,30.498305772914158,31.803680419921875,79670100,0.0,0.0,0.0
2024-09-17 00:00:00-04:00,32.94094040701788,33.188170510957704,31.012544841800835,31.803680419921875,86913700,0.0,0.0,0.0
2024-09-18 00:00:00-04:00,32.179467101334055,33.62328981752663,30.70597421122552,30.79497718811035,113735500,0.0,0.0,0.0
2024-09-19 00:00:00-04:00,34.295757152635844,36.03625526374287,33.5046216475872,34.73088073730469,123984300,0.0,0.0,0.0
2024-09-20 00:00:00-04:00,33.67273622321139,34.01886059951015,31.685008035058633,33.17827606201172,108589600,0.0,0.0,0.0
2024-09-23 00:00:00-04:00,33.59362704676029,33.99908425807169,32.82226657291447,33.5441780090332,59731600,0.0,0.0,0.0
2024-09-24 00:00:00-04:00,34.51503893881536,35.3670181128592,33.26679293020189,34.74289321899414,83369600,0.06,0.0,0.0
2024-09-25 00:00:00-04:00,34.386247493192805,36.11992466692707,34.32680955158494,35.40664291381836,73587500,0.0,0.0,0.0
2024-09-26 00:00:00-04:00,39.82504348716567,40.13214960700666,36.36759408474286,39.280174255371094,138171800,0.0,0.0,0.0
2024-09-27 00:00:00-04:00,39.6269092352241,39.63681429972162,36.75395680402373,37.30873489379883,85253500,0.0,0.0,0.0
2024-09-30 00:00:00-04:00,35.91188579786556,37.0610659922326,34.72307778804395,36.33787536621094,74316700,0.0,0.0,0.0
2024-10-01 00:00:00-04:00,36.24871256517892,36.64498313847084,32.434624358488314,33.51445770263672,124928300,0.0,0.0,0.0
2024-10-02 00:00:00-04:00,33.53427139459623,35.7137522211355,32.85070855108096,34.63391876220703,81729100,0.0,0.0,0.0
2024-10-03 00:00:00-04:00,33.75222160774954,36.26853139796622,33.663060905604326,34.881587982177734,86857200,0.0,0.0,0.0
2024-10-04 00:00:00-04:00,36.96200023271267,37.17994565947981,35.11934838435665,36.33787536621094,100846900,0.0,0.0,0.0
2024-10-07 00:00:00-04:00,35.58496508951753,36.892656659640515,35.238231121870754,36.070396423339844,73150200,0.0,0.0,0.0
2024-10-08 00:00:00-04:00,36.08029897277229,37.47715114848132,35.32738936161518,37.110599517822266,66629700,0.0,0.0,0.0
2024-10-09 00:00:00-04:00,36.94218643406035,38.398472754708884,36.18927305466649,38.249874114990234,67182800,0.0,0.0,0.0
2024-10-10 00:00:00-04:00,36.75395930960926,38.06164710118983,36.020863555086386,37.47715377807617,79999000,0.0,0.0,0.0
2024-10-11 00:00:00-04:00,36.58554984367785,38.685775295886785,36.51620304424999,38.30931854248047,58434500,0.0,0.0,0.0
2024-10-14 00:00:00-04:00,39.072129216176606,40.67702168192201,38.9829685236352,40.43925857543945,69661800,0.0,0.0,0.0
2024-10-15 00:00:00-04:00,40.11233683403094,40.805804658351065,33.32622698634744,34.14848709106445,131664200,0.0,0.0,0.0
2024-10-16 00:00:00-04:00,35.41654901177641,35.41654901177641,33.68287178742372,34.138580322265625,70233000,0.0,0.0,0.0
2024-10-17 00:00:00-04:00,36.8233057409882,37.01153598947075,34.881587982177734,34.881587982177734,97549000,0.0,0.0,0.0
2024-10-18 00:00:00-04:00,35.91188744339468,35.99114307793541,34.52494407186519,34.9410285949707,56704300,0.0,0.0,0.0
2024-10-21 00:00:00-04:00,34.51503857046023,35.05000275949241,33.4153912193774,34.7627067565918,59115800,0.0,0.0,0.0
2024-10-22 00:00:00-04:00,34.079147564853535,34.70326873963115,33.53427447384877,34.36643981933594,51493100,0.0,0.0,0.0
2024-10-23 00:00:00-04:00,34.08904448045579,34.55466181813277,31.988819597921427,33.48473358154297,81658300,0.0,0.0,0.0
2024-10-24 00:00:00-04:00,34.25746122121476,34.415968690210846,33.217251940617004,33.97016525268555,60128300,0.0,0.0,0.0
2024-10-25 00:00:00-04:00,34.861770855156614,36.52610128883781,34.841956947717975,34.950931549072266,82300500,0.0,0.0,0.0
2024-10-28 00:00:00-04:00,34.97074986008569,35.75338229643828,34.42588056381983,35.02028274536133,51661100,0.0,0.0,0.0
2024-10-29 00:00:00-04:00,35.129255651895875,38.091368908363826,34.61410535602681,37.62575149536133,72288200,0.0,0.0,0.0
2024-10-30 00:00:00-04:00,34.6438243583281,35.367014951410574,33.59370997131058,33.69277572631836,89440100,0.0,0.0,0.0
2024-10-31 00:00:00-04:00,32.70210596755935,32.71201481141098,28.957364164371338,29.809343338012695,135437800,0.0,0.0,0.0
2024-11-01 00:00:00-04:00,30.40374493718233,31.53311118248269,30.096635047325638,30.542438507080078,80726000,0.0,0.0,0.0
2024-11-04 00:00:00-05:00,30.324492553290824,31.374605107048556,29.730088543586316,30.066917419433594,60422400,0.0,0.0,0.0
2024-11-05 00:00:00-05:00,30.076824153084537,31.19628348668949,29.967849550062034,31.087308883666992,63174900,0.0,0.0,0.0
2024-11-06 00:00:00-05:00,32.939866024965696,34.178206852971925,32.09779577356798,33.80175018310547,97893100,0.0,0.0,0.0
2024-11-07 00:00:00-05:00,35.43636260912562,36.030764712054925,35.10943880713301,35.872257232666016,77945800,0.0,0.0,0.0
2024-11-08 00:00:00-05:00,35.22832195750949,35.94160371925872,34.51503641664389,35.07971954345703,62666300,0.0,0.0,0.0
2024-11-11 00:00:00-05:00,34.02960888519006,34.08905061317749,31.18637903100152,32.46434783935547,99155700,0.0,0.0,0.0
2024-11-12 00:00:00-05:00,32.0680768999496,32.24639830306542,30.096638290223837,31.37460708618164,75694800,0.0,0.0,0.0
2024-11-13 00:00:00-05:00,30.542442804980446,30.928804598097273,29.195127172181447,29.413076400756836,92269200,0.0,0.0,0.0
2024-11-14 00:00:00-05:00,30.30467936315905,30.552347548938673,29.10596436141537,29.32391357421875,68994200,0.0,0.0,0.0
2024-11-15 00:00:00-05:00,27.748743563010272,28.22426602281176,26.183480715661652,26.411334991455078,113560200,0.0,0.0,0.0
2024-11-18 00:00:00-05:00,26.450962946686534,27.570422312871724,26.054692338547564,27.411914825439453,70256700,0.0,0.0,0.0
2024-11-19 00:00:00-05:00,27.114714193892784,27.768558062430035,26.83732514165703,27.59023666381836,57030600,0.0,0.0,0.0
2024-11-20 00:00:00-05:00,27.084993480365526,27.30294080789425,25.75749182733074,26.876951217651367,90911700,0.0,0.0,0.0
2024-11-21 00:00:00-05:00,27.788371396752474,28.650257567649835,26.22310844199364,28.224267959594727,106013200,0.0,0.0,0.0
2024-11-22 00:00:00-05:00,27.98650671337852,28.422403276220773,27.580331014897702,28.224267959594727,52604100,0.0,0.0,0.0
2024-11-25 00:00:00-05:00,29.30410092038141,29.81925122235078,28.471935629371924,29.056432723999023,70536000,0.0,0.0,0.0
2024-11-26 00:00:00-05:00,29.759811018322797,29.96785139373759,27.203873449112294,27.867624282836914,73204200,0.0,0.0,0.0
2024-11-27 00:00:00-05:00,27.421821349476467,27.491168137945564,25.341408247612176,26.728349685668945,84235700,0.0,0.0,0.0
2024-11-29 00:00:00-05:00,27.293031698128967,28.76913566062761,27.243498819734544,27.798274993896484,54303400,0.0,0.0,0.0
2024-12-02 00:00:00-05:00,28.29361320049878,30.512719932934143,28.19454554762362,29.918317794799805,89389800,0.0,0.0,0.0
2024-12-03 00:00:00-05:00,29.30410102813932,29.997572736383407,29.125779623758934,29.452701568603516,59730300,0.0,0.0,0.0
2024-12-04 00:00:00-05:00,31.245820023995513,31.265632043300226,29.95794429127161,30.59197425842285,67498800,0.0,0.0,0.0
2024-12-05 00:00:00-05:00,30.463188303446845,30.582069869695257,28.610629354075442,28.848392486572266,59282100,0.0,0.0,0.0
2024-12-06 00:00:00-05:00,28.92764655300876,29.58149045068458,28.630443578891672,29.33382225036621,49152300,0.0,0.0,0.0
2024-12-09 00:00:00-05:00,28.798857541663242,30.037198522227076,28.34314896780377,28.957365036010742,54963000,0.0,0.0,0.0
2024-12-10 00:00:00-05:00,29.155499063081336,29.254566715069625,26.312267465676424,26.80760383605957,77681700,0.0,0.0,0.0
2024-12-11 00:00:00-05:00,28.065760075203002,29.35363394684244,27.53079775098113,28.848392486572266,77277400,0.0,0.0,0.0
2024-12-12 00:00:00-05:00,28.184640681094937,28.561095497197297,27.481262041338567,28.19454574584961,59937600,0.0,0.0,0.0
2024-12-13 00:00:00-05:00,30.086732393899414,31.017963422905208,29.214939311545418,30.413654327392578,103693900,0.0,0.0,0.0
2024-12-16 00:00:00-05:00,30.82973911922259,32.642670311850566,30.106546521522358,32.20677185058594,85469700,0.0,0.0,0.0
2024-12-17 00:00:00-05:00,31.285445059958594,31.790688384207993,30.265051457310797,30.839641571044922,64499000,0.0,0.0,0.0
2024-12-18 00:00:00-05:00,31.483579147282313,32.177048904891905,26.74816295186018,27.57042121887207,102912200,0.0,0.0,0.0
2024-12-19 00:00:00-05:00,27.709116831584186,27.748744649565158,25.816931982835158,26.0546932220459,86520100,0.0,0.0,0.0
2024-12-20 00:00:00-05:00,25.57917101824483,28.10538775490256,25.35131673108307,27.045366287231445,108080200,0.0,0.0,0.0
2024-12-23 00:00:00-05:00,27.70801314368731,29.565811959251874,27.67821011072773,29.396921157836914,79330900,0.077,0.0,0.0
2024-12-24 00:00:00-05:00,30.06254888824561,30.370525558097977,29.466463605216312,30.281112670898438,39963700,0.0,0.0,0.0
2024-12-26 00:00:00-05:00,29.70489714579624,30.89706770408288,29.56581127546052,30.370525360107422,45184100,0.0,0.0,0.0
2024-12-27 00:00:00-05:00,29.784375951121984,29.983071681770937,28.403446497310828,29.49626922607422,59316300,0.0,0.0,0.0
2024-12-30 00:00:00-05:00,28.055728298880407,28.59220560376609,27.141731401406982,27.757686614990234,64859000,0.0,0.0,0.0
2024-12-31 00:00:00-05:00,28.01598973151629,28.38357434130036,26.754276298143342,27.13179588317871,61199500,0.0,0.0,0.0
2025-01-02 00:00:00-05:00,27.94644605837084,28.860442975288812,26.863560239917526,27.48944854736328,80996300,0.0,0.0,0.0
2025-01-03 00:00:00-05:00,28.135207347087366,29.923463207563326,27.97625152325433,29.62541961669922,72119600,0.0,0.0,0.0
2025-01-06 00:00:00-05:00,31.60243477485362,33.410560612277074,31.60243477485362,32.27799987792969,95159500,0.0,0.0,0.0
2025-01-07 00:00:00-05:00,33.35094825406091,33.50990406818686,30.400328822582214,30.946739196777344,79205700,0.0,0.0,0.0
2025-01-08 00:00:00-05:00,30.599023700846075,30.80765439841469,28.989595553444012,29.983070373535156,69523500,0.0,0.0,0.0
2025-01-10 00:00:00-05:00,28.870378375863858,28.900183303286745,27.26095019308561,27.876903533935547,85395000,0.0,0.0,0.0
2025-01-13 00:00:00-05:00,26.26747459080296,27.68814387682134,26.078713845727755,27.66827392578125,68286400,0.0,0.0,0.0
2025-01-14 00:00:00-05:00,28.28422665479315,28.771029075634864,27.002645158067573,27.936511993408203,79759400,0.0,0.0,0.0
2025-01-15 00:00:00-05:00,29.456529818189182,30.261243940557584,29.108813231147565,29.744638442993164,69461300,0.0,0.0,0.0
